source	transformation	target
Mary sleeps	sem	sleep ( mary )
Ursa sees Daniel	sem	see ( ursa , daniel )
Claire dances	sem	dance ( claire )
Thomas near Bob sings	sem	 sing ( thomas ) & near ( thomas , bob ) 
Sarah sleeps	sem	sleep ( sarah )
Frank meets himself	sem	meet ( frank , frank )
Peter by Xavier sees Ellie	sem	 see ( peter , ellie ) & by ( peter , xavier ) 
Thomas near Bob meets Peter	sem	 meet ( thomas , peter ) & near ( thomas , bob ) 
Ellie knows herself	sem	know ( ellie , ellie )
Quinn meets Mary	sem	meet ( quinn , mary )
Willow by Isla dreams	sem	 dream ( willow ) & by ( willow , isla ) 
Peter beside Isla meets himself	sem	 meet ( peter , peter ) & beside ( peter , isla ) 
Ynez beside Isla sleeps	sem	 sleep ( ynez ) & beside ( ynez , isla ) 
Ellie dances	sem	dance ( ellie )
Frank beside Isla dreams	sem	 dream ( frank ) & beside ( frank , isla ) 
Victor sings	sem	sing ( victor )
Victor meets Zack	sem	meet ( victor , zack )
Grace sees herself	sem	see ( grace , grace )
Ynez dreams	sem	dream ( ynez )
Peter runs	sem	run ( peter )
Ursa dances	sem	dance ( ursa )
Victor behind Grace sings	sem	 sing ( victor ) & behind ( victor , grace ) 
Grace believes John	sem	believe ( grace , john )
Isla behind Isla dreams	sem	 dream ( isla ) & behind ( isla , isla ) 
Ursa hears herself	sem	hear ( ursa , ursa )
Ellie by Claire sees herself	sem	 see ( ellie , ellie ) & by ( ellie , claire ) 
Sarah by Leo sees herself	sem	 see ( sarah , sarah ) & by ( sarah , leo ) 
Zack hears Ursa	sem	hear ( zack , ursa )
Ron beside Daniel believes Victor	sem	 believe ( ron , victor ) & beside ( ron , daniel ) 
Ynez behind Ellie hears Frank	sem	 hear ( ynez , frank ) & behind ( ynez , ellie ) 
Ned sleeps	sem	sleep ( ned )
Ned near Ron sleeps	sem	 sleep ( ned ) & near ( ned , ron ) 
Leo dances	sem	dance ( leo )
Ursa believes herself	sem	believe ( ursa , ursa )
Peter sleeps	sem	sleep ( peter )
Victor meets himself	sem	meet ( victor , victor )
Ned by Grace meets himself	sem	 meet ( ned , ned ) & by ( ned , grace ) 
Zack knows Quinn	sem	know ( zack , quinn )
Frank knows himself	sem	know ( frank , frank )
Ned behind Mary meets Thomas	sem	 meet ( ned , thomas ) & behind ( ned , mary ) 
Isla sees Alice	sem	see ( isla , alice )
Daniel behind Ellie knows himself	sem	 know ( daniel , daniel ) & behind ( daniel , ellie ) 
Kate sees Grace	sem	see ( kate , grace )
Thomas beside Ursa hears Thomas	sem	 hear ( thomas , thomas ) & beside ( thomas , ursa ) 
Isla near Ron sings	sem	 sing ( isla ) & near ( isla , ron ) 
Sarah beside Leo sings	sem	 sing ( sarah ) & beside ( sarah , leo ) 
Ynez dreams	sem	dream ( ynez )
Zack sings	sem	sing ( zack )
Daniel meets Zack	sem	meet ( daniel , zack )
John near Quinn dreams	sem	 dream ( john ) & near ( john , quinn ) 
Grace knows herself	sem	know ( grace , grace )
Grace near Peter knows Kate	sem	 know ( grace , kate ) & near ( grace , peter ) 
Victor dreams	sem	dream ( victor )
Daniel by Xavier knows Grace	sem	 know ( daniel , grace ) & by ( daniel , xavier ) 
Ynez by Claire hears herself	sem	 hear ( ynez , ynez ) & by ( ynez , claire ) 
Frank sees Sarah	sem	see ( frank , sarah )
John beside Daniel sings	sem	 sing ( john ) & beside ( john , daniel ) 
Alice behind Mary dances	sem	 dance ( alice ) & behind ( alice , mary ) 
Frank near Bob knows Willow	sem	 know ( frank , willow ) & near ( frank , bob ) 
Kate behind Zack knows Daniel	sem	 know ( kate , daniel ) & behind ( kate , zack ) 
Isla runs	sem	run ( isla )
Ron knows Zack	sem	know ( ron , zack )
Isla sleeps	sem	sleep ( isla )
Leo near Frank believes himself	sem	 believe ( leo , leo ) & near ( leo , frank ) 
Mary by Sarah dances	sem	 dance ( mary ) & by ( mary , sarah ) 
Grace by Quinn sleeps	sem	 sleep ( grace ) & by ( grace , quinn ) 
Daniel sleeps	sem	sleep ( daniel )
Daniel dances	sem	dance ( daniel )
Kate sleeps	sem	sleep ( kate )
Bob meets himself	sem	meet ( bob , bob )
Victor beside Thomas sings	sem	 sing ( victor ) & beside ( victor , thomas ) 
Frank behind Henry hears himself	sem	 hear ( frank , frank ) & behind ( frank , henry ) 
Bob sees Thomas	sem	see ( bob , thomas )
Ned hears Grace	sem	hear ( ned , grace )
Ellie sleeps	sem	sleep ( ellie )
Grace sees Alice	sem	see ( grace , alice )
Daniel near Olivia dances	sem	 dance ( daniel ) & near ( daniel , olivia ) 
Ned near Quinn meets Mary	sem	 meet ( ned , mary ) & near ( ned , quinn ) 
Ynez behind Ynez believes Isla	sem	 believe ( ynez , isla ) & behind ( ynez , ynez ) 
Peter knows himself	sem	know ( peter , peter )
Ned sees himself	sem	see ( ned , ned )
Frank sees himself	sem	see ( frank , frank )
Xavier near Xavier knows Ned	sem	 know ( xavier , ned ) & near ( xavier , xavier ) 
Mary hears herself	sem	hear ( mary , mary )
Henry meets himself	sem	meet ( henry , henry )
Mary beside Ron hears Daniel	sem	 hear ( mary , daniel ) & beside ( mary , ron ) 
Peter runs	sem	run ( peter )
Xavier near Ned runs	sem	 run ( xavier ) & near ( xavier , ned ) 
Ned believes Sarah	sem	believe ( ned , sarah )
Ned hears Zack	sem	hear ( ned , zack )
Quinn near Olivia sees Isla	sem	 see ( quinn , isla ) & near ( quinn , olivia ) 
Ynez sees Olivia	sem	see ( ynez , olivia )
Ursa knows Kate	sem	know ( ursa , kate )
Quinn dances	sem	dance ( quinn )
Ned sees Daniel	sem	see ( ned , daniel )
Ron knows himself	sem	know ( ron , ron )
Zack near Isla hears himself	sem	 hear ( zack , zack ) & near ( zack , isla ) 
Bob dances	sem	dance ( bob )
Ursa meets Henry	sem	meet ( ursa , henry )
Ron knows Ynez	sem	know ( ron , ynez )
Isla near Grace runs	sem	 run ( isla ) & near ( isla , grace ) 
Grace near Leo knows herself	sem	 know ( grace , grace ) & near ( grace , leo ) 
Alice by Alice runs	sem	 run ( alice ) & by ( alice , alice ) 
Olivia meets Ron	sem	meet ( olivia , ron )
Alice dances	sem	dance ( alice )
Victor beside Leo knows himself	sem	 know ( victor , victor ) & beside ( victor , leo ) 
Bob meets Ron	sem	meet ( bob , ron )
Sarah dreams	sem	dream ( sarah )
Victor hears Sarah	sem	hear ( victor , sarah )
Sarah dances	sem	dance ( sarah )
Daniel dreams	sem	dream ( daniel )
Mary near Alice sleeps	sem	 sleep ( mary ) & near ( mary , alice ) 
Ellie by Victor dances	sem	 dance ( ellie ) & by ( ellie , victor ) 
Ned sees himself	sem	see ( ned , ned )
Quinn sees Ned	sem	see ( quinn , ned )
Sarah sings	sem	sing ( sarah )
Victor near Willow knows Ynez	sem	 know ( victor , ynez ) & near ( victor , willow ) 
Alice knows Olivia	sem	know ( alice , olivia )
John behind Ursa knows himself	sem	 know ( john , john ) & behind ( john , ursa ) 
John beside Ursa believes himself	sem	 believe ( john , john ) & beside ( john , ursa ) 
Claire behind Ron dances	sem	 dance ( claire ) & behind ( claire , ron ) 
Henry believes himself	sem	believe ( henry , henry )
Frank sings	sem	sing ( frank )
Zack sleeps	sem	sleep ( zack )
Victor meets himself	sem	meet ( victor , victor )
Thomas behind Ellie hears Daniel	sem	 hear ( thomas , daniel ) & behind ( thomas , ellie ) 
Thomas believes Daniel	sem	believe ( thomas , daniel )
Ron dreams	sem	dream ( ron )
Isla knows Daniel	sem	know ( isla , daniel )
Ned dreams	sem	dream ( ned )
Zack behind Frank dances	sem	 dance ( zack ) & behind ( zack , frank ) 
Alice knows Willow	sem	know ( alice , willow )
Henry by Xavier believes Thomas	sem	 believe ( henry , thomas ) & by ( henry , xavier ) 
Ynez beside Grace dreams	sem	 dream ( ynez ) & beside ( ynez , grace ) 
Ellie behind Claire knows Xavier	sem	 know ( ellie , xavier ) & behind ( ellie , claire ) 
Thomas dreams	sem	dream ( thomas )
Grace by Daniel knows Ron	sem	 know ( grace , ron ) & by ( grace , daniel ) 
Quinn by Bob meets Zack	sem	 meet ( quinn , zack ) & by ( quinn , bob ) 
Henry knows Ned	sem	know ( henry , ned )
Kate beside Bob sees Claire	sem	 see ( kate , claire ) & beside ( kate , bob ) 
Xavier sings	sem	sing ( xavier )
Ron beside Mary sings	sem	 sing ( ron ) & beside ( ron , mary ) 
Ynez meets herself	sem	meet ( ynez , ynez )
Kate near Thomas believes Willow	sem	 believe ( kate , willow ) & near ( kate , thomas ) 
Bob dreams	sem	dream ( bob )
Frank meets himself	sem	meet ( frank , frank )
Leo by Alice meets Willow	sem	 meet ( leo , willow ) & by ( leo , alice ) 
Alice near Ynez sees herself	sem	 see ( alice , alice ) & near ( alice , ynez ) 
Leo runs	sem	run ( leo )
Isla runs	sem	run ( isla )
Ron knows Grace	sem	know ( ron , grace )
Frank beside Olivia knows himself	sem	 know ( frank , frank ) & beside ( frank , olivia ) 
Ron near Sarah sees himself	sem	 see ( ron , ron ) & near ( ron , sarah ) 
Olivia hears Mary	sem	hear ( olivia , mary )
Grace near Claire meets Ynez	sem	 meet ( grace , ynez ) & near ( grace , claire ) 
Ned sees himself	sem	see ( ned , ned )
Zack meets Olivia	sem	meet ( zack , olivia )
Ned believes Zack	sem	believe ( ned , zack )
Isla sings	sem	sing ( isla )
Willow dreams	sem	dream ( willow )
Frank hears Quinn	sem	hear ( frank , quinn )
Quinn dreams	sem	dream ( quinn )
Quinn meets Daniel	sem	meet ( quinn , daniel )
Ursa believes herself	sem	believe ( ursa , ursa )
Isla hears Ned	sem	hear ( isla , ned )
Willow sings	sem	sing ( willow )
Henry behind Thomas knows Willow	sem	 know ( henry , willow ) & behind ( henry , thomas ) 
Xavier behind Bob sings	sem	 sing ( xavier ) & behind ( xavier , bob ) 
Ynez behind Alice dances	sem	 dance ( ynez ) & behind ( ynez , alice ) 
Isla sees herself	sem	see ( isla , isla )
Claire dreams	sem	dream ( claire )
Quinn by Ellie meets herself	sem	 meet ( quinn , quinn ) & by ( quinn , ellie ) 
Sarah near Ursa dreams	sem	 dream ( sarah ) & near ( sarah , ursa ) 
Ynez behind Mary sings	sem	 sing ( ynez ) & behind ( ynez , mary ) 
Mary meets Willow	sem	meet ( mary , willow )
Ellie near Olivia runs	sem	 run ( ellie ) & near ( ellie , olivia ) 
Victor near Ron runs	sem	 run ( victor ) & near ( victor , ron ) 
Victor by Ron knows himself	sem	 know ( victor , victor ) & by ( victor , ron ) 
Claire near Kate sees herself	sem	 see ( claire , claire ) & near ( claire , kate ) 
Olivia behind Isla sings	sem	 sing ( olivia ) & behind ( olivia , isla ) 
Zack by Grace sees John	sem	 see ( zack , john ) & by ( zack , grace ) 
Peter hears himself	sem	hear ( peter , peter )
Quinn hears Sarah	sem	hear ( quinn , sarah )
Frank dances	sem	dance ( frank )
Peter sleeps	sem	sleep ( peter )
Frank by Ned runs	sem	 run ( frank ) & by ( frank , ned ) 
Alice by Grace runs	sem	 run ( alice ) & by ( alice , grace ) 
Zack sleeps	sem	sleep ( zack )
Grace believes Frank	sem	believe ( grace , frank )
Victor knows Mary	sem	know ( victor , mary )
Olivia by Grace believes Kate	sem	 believe ( olivia , kate ) & by ( olivia , grace ) 
Quinn believes Ynez	sem	believe ( quinn , ynez )
Isla meets Quinn	sem	meet ( isla , quinn )
Peter hears Ned	sem	hear ( peter , ned )
Olivia behind Frank dances	sem	 dance ( olivia ) & behind ( olivia , frank ) 
Victor sleeps	sem	sleep ( victor )
Quinn by Mary meets Leo	sem	 meet ( quinn , leo ) & by ( quinn , mary ) 
Ynez beside Sarah knows herself	sem	 know ( ynez , ynez ) & beside ( ynez , sarah ) 
Sarah behind Victor knows Alice	sem	 know ( sarah , alice ) & behind ( sarah , victor ) 
John behind Claire dances	sem	 dance ( john ) & behind ( john , claire ) 
Grace beside Ned hears Ellie	sem	 hear ( grace , ellie ) & beside ( grace , ned ) 
Victor behind Claire knows Grace	sem	 know ( victor , grace ) & behind ( victor , claire ) 
Willow behind Ned sings	sem	 sing ( willow ) & behind ( willow , ned ) 
Henry sleeps	sem	sleep ( henry )
Willow near Ellie dreams	sem	 dream ( willow ) & near ( willow , ellie ) 
Thomas dreams	sem	dream ( thomas )
Olivia near Claire believes Olivia	sem	 believe ( olivia , olivia ) & near ( olivia , claire ) 
Frank meets himself	sem	meet ( frank , frank )
Kate near Thomas meets herself	sem	 meet ( kate , kate ) & near ( kate , thomas ) 
Isla believes Ned	sem	believe ( isla , ned )
Sarah dreams	sem	dream ( sarah )
Ursa near Bob runs	sem	 run ( ursa ) & near ( ursa , bob ) 
Ynez sleeps	sem	sleep ( ynez )
Henry believes himself	sem	believe ( henry , henry )
Xavier behind Daniel believes himself	sem	 believe ( xavier , xavier ) & behind ( xavier , daniel ) 
Xavier meets himself	sem	meet ( xavier , xavier )
Leo sees Sarah	sem	see ( leo , sarah )
Isla believes Olivia	sem	believe ( isla , olivia )
Ynez behind Henry hears Zack	sem	 hear ( ynez , zack ) & behind ( ynez , henry ) 
Quinn near Ron dances	sem	 dance ( quinn ) & near ( quinn , ron ) 
Victor meets himself	sem	meet ( victor , victor )
Grace near Daniel sings	sem	 sing ( grace ) & near ( grace , daniel ) 
Olivia by Bob meets Mary	sem	 meet ( olivia , mary ) & by ( olivia , bob ) 
Henry sleeps	sem	sleep ( henry )
Daniel by Ned meets himself	sem	 meet ( daniel , daniel ) & by ( daniel , ned ) 
John by Olivia believes himself	sem	 believe ( john , john ) & by ( john , olivia ) 
Olivia beside Ursa sleeps	sem	 sleep ( olivia ) & beside ( olivia , ursa ) 
Daniel knows himself	sem	know ( daniel , daniel )
Ron near Mary knows himself	sem	 know ( ron , ron ) & near ( ron , mary ) 
Isla by Leo sleeps	sem	 sleep ( isla ) & by ( isla , leo ) 
Ned sleeps	sem	sleep ( ned )
Isla meets herself	sem	meet ( isla , isla )
Kate near Peter dreams	sem	 dream ( kate ) & near ( kate , peter ) 
Victor believes Peter	sem	believe ( victor , peter )
Zack behind Grace sees himself	sem	 see ( zack , zack ) & behind ( zack , grace ) 
John behind Olivia knows Claire	sem	 know ( john , claire ) & behind ( john , olivia ) 
Mary dances	sem	dance ( mary )
Ron beside Ursa believes Quinn	sem	 believe ( ron , quinn ) & beside ( ron , ursa ) 
Quinn dances	sem	dance ( quinn )
Peter beside Daniel runs	sem	 run ( peter ) & beside ( peter , daniel ) 
Ned runs	sem	run ( ned )
Victor beside Grace believes himself	sem	 believe ( victor , victor ) & beside ( victor , grace ) 
Frank sleeps	sem	sleep ( frank )
Leo dreams	sem	dream ( leo )
John beside Frank dances	sem	 dance ( john ) & beside ( john , frank ) 
Grace near Ron believes Ursa	sem	 believe ( grace , ursa ) & near ( grace , ron ) 
Ynez by Olivia hears herself	sem	 hear ( ynez , ynez ) & by ( ynez , olivia ) 
Mary hears herself	sem	hear ( mary , mary )
Leo near Ynez sings	sem	 sing ( leo ) & near ( leo , ynez ) 
Olivia sees Olivia	sem	see ( olivia , olivia )
John behind Peter meets Claire	sem	 meet ( john , claire ) & behind ( john , peter ) 
Ron near Willow sees himself	sem	 see ( ron , ron ) & near ( ron , willow ) 
Olivia behind Xavier dreams	sem	 dream ( olivia ) & behind ( olivia , xavier ) 
Ned by Leo sleeps	sem	 sleep ( ned ) & by ( ned , leo ) 
Thomas by John believes himself	sem	 believe ( thomas , thomas ) & by ( thomas , john ) 
Bob knows John	sem	know ( bob , john )
Ellie runs	sem	run ( ellie )
Ned behind Henry believes Leo	sem	 believe ( ned , leo ) & behind ( ned , henry ) 
Thomas believes Isla	sem	believe ( thomas , isla )
Xavier meets Peter	sem	meet ( xavier , peter )
Frank sings	sem	sing ( frank )
Ron sees Ron	sem	see ( ron , ron )
Mary meets Leo	sem	meet ( mary , leo )
Xavier behind Grace dances	sem	 dance ( xavier ) & behind ( xavier , grace ) 
Ynez near Kate knows Frank	sem	 know ( ynez , frank ) & near ( ynez , kate ) 
Ynez meets herself	sem	meet ( ynez , ynez )
Willow beside Thomas sleeps	sem	 sleep ( willow ) & beside ( willow , thomas ) 
Mary beside Ursa sleeps	sem	 sleep ( mary ) & beside ( mary , ursa ) 
Quinn by Quinn dances	sem	 dance ( quinn ) & by ( quinn , quinn ) 
Victor near Ned meets himself	sem	 meet ( victor , victor ) & near ( victor , ned ) 
Victor beside Quinn runs	sem	 run ( victor ) & beside ( victor , quinn ) 
Ron sees Willow	sem	see ( ron , willow )
Mary sleeps	sem	sleep ( mary )
Kate near Bob meets Bob	sem	 meet ( kate , bob ) & near ( kate , bob ) 
Kate behind Victor hears herself	sem	 hear ( kate , kate ) & behind ( kate , victor ) 
Peter sees Xavier	sem	see ( peter , xavier )
Frank knows himself	sem	know ( frank , frank )
Ned dances	sem	dance ( ned )
Grace dreams	sem	dream ( grace )
Quinn by Isla meets herself	sem	 meet ( quinn , quinn ) & by ( quinn , isla ) 
Zack beside Sarah sees Peter	sem	 see ( zack , peter ) & beside ( zack , sarah ) 
John hears himself	sem	hear ( john , john )
Ursa beside Quinn believes herself	sem	 believe ( ursa , ursa ) & beside ( ursa , quinn ) 
Ellie believes Sarah	sem	believe ( ellie , sarah )
Thomas dreams	sem	dream ( thomas )
Olivia meets Victor	sem	meet ( olivia , victor )
Quinn dances	sem	dance ( quinn )
Grace dreams	sem	dream ( grace )
Bob sings	sem	sing ( bob )
Peter by Claire knows Isla	sem	 know ( peter , isla ) & by ( peter , claire ) 
Zack hears himself	sem	hear ( zack , zack )
Leo by Claire dances	sem	 dance ( leo ) & by ( leo , claire ) 
Thomas knows himself	sem	know ( thomas , thomas )
Bob near Henry hears Bob	sem	 hear ( bob , bob ) & near ( bob , henry ) 
Leo behind Willow knows himself	sem	 know ( leo , leo ) & behind ( leo , willow ) 
Bob meets Quinn	sem	meet ( bob , quinn )
Ursa hears Frank	sem	hear ( ursa , frank )
Olivia behind Henry hears Peter	sem	 hear ( olivia , peter ) & behind ( olivia , henry ) 
Claire believes herself	sem	believe ( claire , claire )
Ursa hears Zack	sem	hear ( ursa , zack )
Thomas near Kate sleeps	sem	 sleep ( thomas ) & near ( thomas , kate ) 
Thomas beside Quinn meets Henry	sem	 meet ( thomas , henry ) & beside ( thomas , quinn ) 
Alice by Ynez sleeps	sem	 sleep ( alice ) & by ( alice , ynez ) 
Ynez by Claire knows Ellie	sem	 know ( ynez , ellie ) & by ( ynez , claire ) 
Ursa meets herself	sem	meet ( ursa , ursa )
Leo behind Olivia believes himself	sem	 believe ( leo , leo ) & behind ( leo , olivia ) 
Peter behind Henry sleeps	sem	 sleep ( peter ) & behind ( peter , henry ) 
Mary behind Ned hears Peter	sem	 hear ( mary , peter ) & behind ( mary , ned ) 
Bob hears Bob	sem	hear ( bob , bob )
Claire beside Olivia hears Ursa	sem	 hear ( claire , ursa ) & beside ( claire , olivia ) 
Ned behind Isla hears himself	sem	 hear ( ned , ned ) & behind ( ned , isla ) 
Daniel beside Kate dreams	sem	 dream ( daniel ) & beside ( daniel , kate ) 
Bob by Thomas dances	sem	 dance ( bob ) & by ( bob , thomas ) 
Bob behind Thomas believes Ellie	sem	 believe ( bob , ellie ) & behind ( bob , thomas ) 
Claire by Kate runs	sem	 run ( claire ) & by ( claire , kate ) 
Henry dreams	sem	dream ( henry )
Olivia by Mary sees herself	sem	 see ( olivia , olivia ) & by ( olivia , mary ) 
Leo sings	sem	sing ( leo )
Ned sees Isla	sem	see ( ned , isla )
Ellie sees herself	sem	see ( ellie , ellie )
Daniel by Sarah meets Alice	sem	 meet ( daniel , alice ) & by ( daniel , sarah ) 
Zack behind Mary sings	sem	 sing ( zack ) & behind ( zack , mary ) 
Isla by Olivia sleeps	sem	 sleep ( isla ) & by ( isla , olivia ) 
Grace near Leo sees Henry	sem	 see ( grace , henry ) & near ( grace , leo ) 
Daniel hears Xavier	sem	hear ( daniel , xavier )
Sarah dances	sem	dance ( sarah )
