source	transformation	target
Thomas behind Bob sees Grace	sem	 see ( thomas , grace ) & behind ( thomas , bob ) 
Peter beside Ned sees Henry	sem	 see ( peter , henry ) & beside ( peter , ned ) 
Peter sees Kate	sem	see ( peter , kate )
Ellie sees John	sem	see ( ellie , john )
Leo sees Olivia	sem	see ( leo , olivia )
Sarah sees Kate	sem	see ( sarah , kate )
Ron by Kate sees John	sem	 see ( ron , john ) & by ( ron , kate ) 
Olivia by Henry runs	sem	 run ( olivia ) & by ( olivia , henry ) 
Willow by Alice sees herself	sem	 see ( willow , willow ) & by ( willow , alice ) 
Olivia beside Ynez sees Claire	sem	 see ( olivia , claire ) & beside ( olivia , ynez ) 
Xavier sees Ron	sem	see ( xavier , ron )
Ellie sees herself	sem	see ( ellie , ellie )
Ynez beside Xavier runs	sem	 run ( ynez ) & beside ( ynez , xavier ) 
Grace behind Ellie runs	sem	 run ( grace ) & behind ( grace , ellie ) 
Claire behind Frank sees herself	sem	 see ( claire , claire ) & behind ( claire , frank ) 
Ned behind Olivia sees himself	sem	 see ( ned , ned ) & behind ( ned , olivia ) 
Isla sees herself	sem	see ( isla , isla )
Ellie by Zack runs	sem	 run ( ellie ) & by ( ellie , zack ) 
Sarah by Henry runs	sem	 run ( sarah ) & by ( sarah , henry ) 
Xavier sees himself	sem	see ( xavier , xavier )
Peter behind Quinn sees himself	sem	 see ( peter , peter ) & behind ( peter , quinn ) 
Peter near Zack sees Bob	sem	 see ( peter , bob ) & near ( peter , zack ) 
Frank sees himself	sem	see ( frank , frank )
Ellie runs	sem	run ( ellie )
Xavier sees himself	sem	see ( xavier , xavier )
Leo beside Leo runs	sem	 run ( leo ) & beside ( leo , leo ) 
Thomas sees Olivia	sem	see ( thomas , olivia )
Quinn beside Daniel sees Ned	sem	 see ( quinn , ned ) & beside ( quinn , daniel ) 
Ellie near Grace runs	sem	 run ( ellie ) & near ( ellie , grace ) 
Frank sees himself	sem	see ( frank , frank )
Ned near Olivia runs	sem	 run ( ned ) & near ( ned , olivia ) 
Leo by Ellie sees Claire	sem	 see ( leo , claire ) & by ( leo , ellie ) 
Peter runs	sem	run ( peter )
Olivia by Leo runs	sem	 run ( olivia ) & by ( olivia , leo ) 
Victor beside Sarah sees Mary	sem	 see ( victor , mary ) & beside ( victor , sarah ) 
Ned runs	sem	run ( ned )
Willow behind Bob sees Claire	sem	 see ( willow , claire ) & behind ( willow , bob ) 
Sarah behind Sarah sees Olivia	sem	 see ( sarah , olivia ) & behind ( sarah , sarah ) 
Isla beside Bob sees herself	sem	 see ( isla , isla ) & beside ( isla , bob ) 
Sarah beside Ynez sees Leo	sem	 see ( sarah , leo ) & beside ( sarah , ynez ) 
Bob sees Henry	sem	see ( bob , henry )
Leo by Claire sees Olivia	sem	 see ( leo , olivia ) & by ( leo , claire ) 
Thomas behind Daniel runs	sem	 run ( thomas ) & behind ( thomas , daniel ) 
Thomas sees himself	sem	see ( thomas , thomas )
Ned sees himself	sem	see ( ned , ned )
Henry sees Grace	sem	see ( henry , grace )
Thomas runs	sem	run ( thomas )
Kate runs	sem	run ( kate )
Ned sees Ursa	sem	see ( ned , ursa )
John near Olivia sees Grace	sem	 see ( john , grace ) & near ( john , olivia ) 
Frank by Mary sees Ursa	sem	 see ( frank , ursa ) & by ( frank , mary ) 
Ursa beside Claire sees Kate	sem	 see ( ursa , kate ) & beside ( ursa , claire ) 
Ynez by Isla runs	sem	 run ( ynez ) & by ( ynez , isla ) 
Willow beside Thomas sees Peter	sem	 see ( willow , peter ) & beside ( willow , thomas ) 
Leo near Leo runs	sem	 run ( leo ) & near ( leo , leo ) 
Isla near Ned runs	sem	 run ( isla ) & near ( isla , ned ) 
Daniel beside Zack sees Leo	sem	 see ( daniel , leo ) & beside ( daniel , zack ) 
Olivia beside Isla runs	sem	 run ( olivia ) & beside ( olivia , isla ) 
Henry behind Claire runs	sem	 run ( henry ) & behind ( henry , claire ) 
Xavier runs	sem	run ( xavier )
Bob runs	sem	run ( bob )
Ynez sees Daniel	sem	see ( ynez , daniel )
Claire behind Kate sees Leo	sem	 see ( claire , leo ) & behind ( claire , kate ) 
Ursa behind Kate sees Xavier	sem	 see ( ursa , xavier ) & behind ( ursa , kate ) 
Ynez runs	sem	run ( ynez )
Thomas runs	sem	run ( thomas )
Frank behind Leo sees Leo	sem	 see ( frank , leo ) & behind ( frank , leo ) 
Victor sees himself	sem	see ( victor , victor )
Xavier near Olivia sees himself	sem	 see ( xavier , xavier ) & near ( xavier , olivia ) 
Xavier runs	sem	run ( xavier )
Xavier sees Olivia	sem	see ( xavier , olivia )
Zack by Mary sees himself	sem	 see ( zack , zack ) & by ( zack , mary ) 
Isla sees Bob	sem	see ( isla , bob )
Ned runs	sem	run ( ned )
Bob beside Olivia runs	sem	 run ( bob ) & beside ( bob , olivia ) 
Ellie runs	sem	run ( ellie )
Thomas sees himself	sem	see ( thomas , thomas )
Grace by Willow sees Frank	sem	 see ( grace , frank ) & by ( grace , willow ) 
Henry sees himself	sem	see ( henry , henry )
Leo sees Isla	sem	see ( leo , isla )
Grace runs	sem	run ( grace )
Alice near Mary sees Alice	sem	 see ( alice , alice ) & near ( alice , mary ) 
Mary runs	sem	run ( mary )
Ron near Bob runs	sem	 run ( ron ) & near ( ron , bob ) 
Willow near Ynez sees Alice	sem	 see ( willow , alice ) & near ( willow , ynez ) 
Sarah sees Ellie	sem	see ( sarah , ellie )
Claire sees Claire	sem	see ( claire , claire )
Henry near Victor runs	sem	 run ( henry ) & near ( henry , victor ) 
Willow behind Alice sees Quinn	sem	 see ( willow , quinn ) & behind ( willow , alice ) 
Grace sees Ron	sem	see ( grace , ron )
Claire behind Isla runs	sem	 run ( claire ) & behind ( claire , isla ) 
Victor sees Willow	sem	see ( victor , willow )
Alice runs	sem	run ( alice )
Zack runs	sem	run ( zack )
Daniel runs	sem	run ( daniel )
Leo near Alice sees himself	sem	 see ( leo , leo ) & near ( leo , alice ) 
Sarah sees Bob	sem	see ( sarah , bob )
Ursa near Thomas sees John	sem	 see ( ursa , john ) & near ( ursa , thomas ) 
Claire near Thomas sees Ynez	sem	 see ( claire , ynez ) & near ( claire , thomas ) 
Daniel sees himself	sem	see ( daniel , daniel )
Sarah sees herself	sem	see ( sarah , sarah )
Frank runs	sem	run ( frank )
Victor sees Grace	sem	see ( victor , grace )
Thomas by Frank sees John	sem	 see ( thomas , john ) & by ( thomas , frank ) 
Victor near Ursa runs	sem	 run ( victor ) & near ( victor , ursa ) 
Isla by Daniel sees herself	sem	 see ( isla , isla ) & by ( isla , daniel ) 
Sarah sees herself	sem	see ( sarah , sarah )
Bob beside Xavier runs	sem	 run ( bob ) & beside ( bob , xavier ) 
Frank sees himself	sem	see ( frank , frank )
Ron sees himself	sem	see ( ron , ron )
Alice behind Ron runs	sem	 run ( alice ) & behind ( alice , ron ) 
John beside Victor sees himself	sem	 see ( john , john ) & beside ( john , victor ) 
Alice behind Kate runs	sem	 run ( alice ) & behind ( alice , kate ) 
Leo near Henry sees Frank	sem	 see ( leo , frank ) & near ( leo , henry ) 
Ynez beside Olivia runs	sem	 run ( ynez ) & beside ( ynez , olivia ) 
Grace sees herself	sem	see ( grace , grace )
Willow by Ellie sees Henry	sem	 see ( willow , henry ) & by ( willow , ellie ) 
Victor near Henry sees himself	sem	 see ( victor , victor ) & near ( victor , henry ) 
Bob sees Frank	sem	see ( bob , frank )
Bob behind Willow runs	sem	 run ( bob ) & behind ( bob , willow ) 
Leo sees himself	sem	see ( leo , leo )
Olivia beside Quinn sees Xavier	sem	 see ( olivia , xavier ) & beside ( olivia , quinn ) 
Ynez sees Victor	sem	see ( ynez , victor )
Alice sees Quinn	sem	see ( alice , quinn )
Isla sees herself	sem	see ( isla , isla )
Henry behind Frank runs	sem	 run ( henry ) & behind ( henry , frank ) 
Kate near Ned runs	sem	 run ( kate ) & near ( kate , ned ) 
Sarah sees herself	sem	see ( sarah , sarah )
Xavier by Grace sees Xavier	sem	 see ( xavier , xavier ) & by ( xavier , grace ) 
Henry near Quinn runs	sem	 run ( henry ) & near ( henry , quinn ) 
Sarah runs	sem	run ( sarah )
Ned sees Ron	sem	see ( ned , ron )
Isla sees Sarah	sem	see ( isla , sarah )
Mary sees herself	sem	see ( mary , mary )
Kate near Kate runs	sem	 run ( kate ) & near ( kate , kate ) 
Zack behind Mary runs	sem	 run ( zack ) & behind ( zack , mary ) 
Peter sees Kate	sem	see ( peter , kate )
Claire sees Ursa	sem	see ( claire , ursa )
Claire beside Frank sees Sarah	sem	 see ( claire , sarah ) & beside ( claire , frank ) 
Ursa by Quinn sees Ursa	sem	 see ( ursa , ursa ) & by ( ursa , quinn ) 
Thomas sees himself	sem	see ( thomas , thomas )
Willow by Xavier sees Grace	sem	 see ( willow , grace ) & by ( willow , xavier ) 
Grace sees herself	sem	see ( grace , grace )
Olivia sees Ned	sem	see ( olivia , ned )
Frank sees himself	sem	see ( frank , frank )
Olivia sees Sarah	sem	see ( olivia , sarah )
Ned sees Grace	sem	see ( ned , grace )
Leo sees Frank	sem	see ( leo , frank )
Ned behind Ellie runs	sem	 run ( ned ) & behind ( ned , ellie ) 
Thomas sees Olivia	sem	see ( thomas , olivia )
Ursa beside Henry sees John	sem	 see ( ursa , john ) & beside ( ursa , henry ) 
Zack beside Ynez sees Leo	sem	 see ( zack , leo ) & beside ( zack , ynez ) 
Quinn sees herself	sem	see ( quinn , quinn )
Peter sees himself	sem	see ( peter , peter )
Olivia near Victor sees Ellie	sem	 see ( olivia , ellie ) & near ( olivia , victor ) 
Peter sees himself	sem	see ( peter , peter )
Bob sees Henry	sem	see ( bob , henry )
Thomas sees Willow	sem	see ( thomas , willow )
Peter sees himself	sem	see ( peter , peter )
Ellie by Mary sees herself	sem	 see ( ellie , ellie ) & by ( ellie , mary ) 
Willow by Sarah runs	sem	 run ( willow ) & by ( willow , sarah ) 
Isla by Zack sees herself	sem	 see ( isla , isla ) & by ( isla , zack ) 
Ned runs	sem	run ( ned )
Ynez near Willow sees Alice	sem	 see ( ynez , alice ) & near ( ynez , willow ) 
Willow sees Sarah	sem	see ( willow , sarah )
Grace beside Kate runs	sem	 run ( grace ) & beside ( grace , kate ) 
Willow beside Leo sees Mary	sem	 see ( willow , mary ) & beside ( willow , leo ) 
Ned behind Bob sees himself	sem	 see ( ned , ned ) & behind ( ned , bob ) 
Ellie by Peter sees Isla	sem	 see ( ellie , isla ) & by ( ellie , peter ) 
Ned runs	sem	run ( ned )
Mary runs	sem	run ( mary )
Willow sees Leo	sem	see ( willow , leo )
Zack sees Claire	sem	see ( zack , claire )
Ynez sees Ursa	sem	see ( ynez , ursa )
Zack near Thomas sees Victor	sem	 see ( zack , victor ) & near ( zack , thomas ) 
Frank sees himself	sem	see ( frank , frank )
Thomas near Frank runs	sem	 run ( thomas ) & near ( thomas , frank ) 
Thomas runs	sem	run ( thomas )
Henry runs	sem	run ( henry )
Isla beside Olivia runs	sem	 run ( isla ) & beside ( isla , olivia ) 
Ned beside Henry runs	sem	 run ( ned ) & beside ( ned , henry ) 
Ned behind Xavier sees Ynez	sem	 see ( ned , ynez ) & behind ( ned , xavier ) 
Frank sees Ynez	sem	see ( frank , ynez )
Willow near Sarah sees herself	sem	 see ( willow , willow ) & near ( willow , sarah ) 
Quinn sees herself	sem	see ( quinn , quinn )
Ynez runs	sem	run ( ynez )
Xavier by Ursa runs	sem	 run ( xavier ) & by ( xavier , ursa ) 
Frank runs	sem	run ( frank )
Bob runs	sem	run ( bob )
Mary runs	sem	run ( mary )
Alice beside Ynez runs	sem	 run ( alice ) & beside ( alice , ynez ) 
Isla sees Thomas	sem	see ( isla , thomas )
Peter by Ursa sees Zack	sem	 see ( peter , zack ) & by ( peter , ursa ) 
Leo beside Ron runs	sem	 run ( leo ) & beside ( leo , ron ) 
Daniel sees himself	sem	see ( daniel , daniel )
Quinn behind Daniel sees Xavier	sem	 see ( quinn , xavier ) & behind ( quinn , daniel ) 
Ellie by Peter sees herself	sem	 see ( ellie , ellie ) & by ( ellie , peter ) 
Xavier near Alice sees himself	sem	 see ( xavier , xavier ) & near ( xavier , alice ) 
Grace runs	sem	run ( grace )
Thomas sees Henry	sem	see ( thomas , henry )
Willow runs	sem	run ( willow )
Peter runs	sem	run ( peter )
Alice sees Xavier	sem	see ( alice , xavier )
Quinn runs	sem	run ( quinn )
Ellie runs	sem	run ( ellie )
John by Daniel sees Daniel	sem	 see ( john , daniel ) & by ( john , daniel ) 
Ellie by Frank sees Alice	sem	 see ( ellie , alice ) & by ( ellie , frank ) 
Zack by Ned sees Zack	sem	 see ( zack , zack ) & by ( zack , ned ) 
John sees himself	sem	see ( john , john )
Ned beside Mary sees Isla	sem	 see ( ned , isla ) & beside ( ned , mary ) 
Willow beside Thomas runs	sem	 run ( willow ) & beside ( willow , thomas ) 
Henry runs	sem	run ( henry )
Sarah runs	sem	run ( sarah )
Claire sees herself	sem	see ( claire , claire )
Zack near Thomas runs	sem	 run ( zack ) & near ( zack , thomas ) 
Kate behind Victor sees herself	sem	 see ( kate , kate ) & behind ( kate , victor ) 
Peter beside Daniel sees Daniel	sem	 see ( peter , daniel ) & beside ( peter , daniel ) 
Frank by Ursa sees Kate	sem	 see ( frank , kate ) & by ( frank , ursa ) 
Leo runs	sem	run ( leo )
Leo by Isla sees himself	sem	 see ( leo , leo ) & by ( leo , isla ) 
Ynez runs	sem	run ( ynez )
Zack behind Leo runs	sem	 run ( zack ) & behind ( zack , leo ) 
Olivia sees Alice	sem	see ( olivia , alice )
Peter runs	sem	run ( peter )
Alice behind Leo sees John	sem	 see ( alice , john ) & behind ( alice , leo ) 
Quinn runs	sem	run ( quinn )
Leo sees Quinn	sem	see ( leo , quinn )
Leo by Ellie runs	sem	 run ( leo ) & by ( leo , ellie ) 
Kate beside Ursa sees herself	sem	 see ( kate , kate ) & beside ( kate , ursa ) 
Claire beside Frank sees herself	sem	 see ( claire , claire ) & beside ( claire , frank ) 
Victor sees himself	sem	see ( victor , victor )
Kate runs	sem	run ( kate )
Olivia near Willow runs	sem	 run ( olivia ) & near ( olivia , willow ) 
Ellie sees Ellie	sem	see ( ellie , ellie )
Thomas beside Henry sees Thomas	sem	 see ( thomas , thomas ) & beside ( thomas , henry ) 
Bob behind Sarah sees Ynez	sem	 see ( bob , ynez ) & behind ( bob , sarah ) 
Mary behind Ned runs	sem	 run ( mary ) & behind ( mary , ned ) 
Quinn by Alice sees Isla	sem	 see ( quinn , isla ) & by ( quinn , alice ) 
John near Sarah sees John	sem	 see ( john , john ) & near ( john , sarah ) 
Xavier runs	sem	run ( xavier )
Alice beside Willow runs	sem	 run ( alice ) & beside ( alice , willow ) 
Peter runs	sem	run ( peter )
Daniel near Claire sees Peter	sem	 see ( daniel , peter ) & near ( daniel , claire ) 
Ynez sees herself	sem	see ( ynez , ynez )
Quinn runs	sem	run ( quinn )
Ursa behind Leo sees herself	sem	 see ( ursa , ursa ) & behind ( ursa , leo ) 
Henry runs	sem	run ( henry )
Xavier by Frank runs	sem	 run ( xavier ) & by ( xavier , frank ) 
Peter beside Kate sees himself	sem	 see ( peter , peter ) & beside ( peter , kate ) 
Sarah beside Isla runs	sem	 run ( sarah ) & beside ( sarah , isla ) 
Ron sees himself	sem	see ( ron , ron )
Zack runs	sem	run ( zack )
Mary behind Ellie runs	sem	 run ( mary ) & behind ( mary , ellie ) 
Isla by Xavier runs	sem	 run ( isla ) & by ( isla , xavier ) 
Henry near Ron sees himself	sem	 see ( henry , henry ) & near ( henry , ron ) 
Daniel sees himself	sem	see ( daniel , daniel )
Daniel runs	sem	run ( daniel )
Alice behind Mary sees Grace	sem	 see ( alice , grace ) & behind ( alice , mary ) 
Victor runs	sem	run ( victor )
Mary sees herself	sem	see ( mary , mary )
Grace sees Mary	sem	see ( grace , mary )
Bob sees Daniel	sem	see ( bob , daniel )
Leo behind Alice runs	sem	 run ( leo ) & behind ( leo , alice ) 
Leo runs	sem	run ( leo )
Thomas sees Willow	sem	see ( thomas , willow )
Zack by Ned runs	sem	 run ( zack ) & by ( zack , ned ) 
Olivia sees herself	sem	see ( olivia , olivia )
Isla behind Ned sees Claire	sem	 see ( isla , claire ) & behind ( isla , ned ) 
Ursa by Thomas runs	sem	 run ( ursa ) & by ( ursa , thomas ) 
Ellie beside Ynez sees Quinn	sem	 see ( ellie , quinn ) & beside ( ellie , ynez ) 
Henry by Zack sees Xavier	sem	 see ( henry , xavier ) & by ( henry , zack ) 
Olivia sees herself	sem	see ( olivia , olivia )
Grace sees Isla	sem	see ( grace , isla )
Leo runs	sem	run ( leo )
Mary by Peter sees herself	sem	 see ( mary , mary ) & by ( mary , peter ) 
Bob near Claire sees Peter	sem	 see ( bob , peter ) & near ( bob , claire ) 
Olivia near Xavier sees Alice	sem	 see ( olivia , alice ) & near ( olivia , xavier ) 
Grace beside Olivia sees herself	sem	 see ( grace , grace ) & beside ( grace , olivia ) 
Ellie near Isla sees Xavier	sem	 see ( ellie , xavier ) & near ( ellie , isla ) 
Zack behind Willow sees himself	sem	 see ( zack , zack ) & behind ( zack , willow ) 
Ellie behind Peter runs	sem	 run ( ellie ) & behind ( ellie , peter ) 
Quinn runs	sem	run ( quinn )
Ned beside John sees himself	sem	 see ( ned , ned ) & beside ( ned , john ) 
Zack sees Isla	sem	see ( zack , isla )
Bob near Quinn sees Claire	sem	 see ( bob , claire ) & near ( bob , quinn ) 
Henry behind Leo sees Olivia	sem	 see ( henry , olivia ) & behind ( henry , leo ) 
Ursa beside Isla sees Daniel	sem	 see ( ursa , daniel ) & beside ( ursa , isla ) 
Kate behind Isla sees herself	sem	 see ( kate , kate ) & behind ( kate , isla ) 
Peter near Kate sees himself	sem	 see ( peter , peter ) & near ( peter , kate ) 
Zack by Henry runs	sem	 run ( zack ) & by ( zack , henry ) 
Zack sees Kate	sem	see ( zack , kate )
Kate runs	sem	run ( kate )
Ynez sees Ursa	sem	see ( ynez , ursa )
Xavier by Willow sees himself	sem	 see ( xavier , xavier ) & by ( xavier , willow ) 
Isla sees Thomas	sem	see ( isla , thomas )
Peter near Isla runs	sem	 run ( peter ) & near ( peter , isla ) 
John beside Ursa runs	sem	 run ( john ) & beside ( john , ursa ) 
Alice sees Victor	sem	see ( alice , victor )
Daniel behind John sees Peter	sem	 see ( daniel , peter ) & behind ( daniel , john ) 
Claire runs	sem	run ( claire )
Ned sees Olivia	sem	see ( ned , olivia )
Mary near Isla sees Henry	sem	 see ( mary , henry ) & near ( mary , isla ) 
Victor runs	sem	run ( victor )
Quinn behind Ned sees Mary	sem	 see ( quinn , mary ) & behind ( quinn , ned ) 
Ellie beside Leo sees Olivia	sem	 see ( ellie , olivia ) & beside ( ellie , leo ) 
Mary by Ellie sees Kate	sem	 see ( mary , kate ) & by ( mary , ellie ) 
Ron near Xavier sees himself	sem	 see ( ron , ron ) & near ( ron , xavier ) 
Leo beside Ellie runs	sem	 run ( leo ) & beside ( leo , ellie ) 
Ron beside Bob runs	sem	 run ( ron ) & beside ( ron , bob ) 
Bob sees Bob	sem	see ( bob , bob )
Henry sees Victor	sem	see ( henry , victor )
Ursa behind Zack sees herself	sem	 see ( ursa , ursa ) & behind ( ursa , zack ) 
Victor sees Alice	sem	see ( victor , alice )
Alice sees Sarah	sem	see ( alice , sarah )
Victor runs	sem	run ( victor )
Mary near Kate sees Bob	sem	 see ( mary , bob ) & near ( mary , kate ) 
Frank sees Henry	sem	see ( frank , henry )
Frank by Kate sees Ned	sem	 see ( frank , ned ) & by ( frank , kate ) 
Bob sees Bob	sem	see ( bob , bob )
Mary sees Ynez	sem	see ( mary , ynez )
Thomas sees Bob	sem	see ( thomas , bob )
Grace sees Thomas	sem	see ( grace , thomas )
Kate by Ursa runs	sem	 run ( kate ) & by ( kate , ursa ) 
Alice by Ron runs	sem	 run ( alice ) & by ( alice , ron ) 
Ron sees Claire	sem	see ( ron , claire )
Victor sees Ursa	sem	see ( victor , ursa )
Claire runs	sem	run ( claire )
Ynez by Ellie runs	sem	 run ( ynez ) & by ( ynez , ellie ) 
Bob runs	sem	run ( bob )
Olivia sees herself	sem	see ( olivia , olivia )
Peter near Sarah sees Sarah	sem	 see ( peter , sarah ) & near ( peter , sarah ) 
Ned sees himself	sem	see ( ned , ned )
Willow sees herself	sem	see ( willow , willow )
Olivia near Isla runs	sem	 run ( olivia ) & near ( olivia , isla ) 
Xavier sees Kate	sem	see ( xavier , kate )
Kate by Henry sees Leo	sem	 see ( kate , leo ) & by ( kate , henry ) 
Daniel beside Leo sees Xavier	sem	 see ( daniel , xavier ) & beside ( daniel , leo ) 
