source,target
she can hide many eclaires that Petunia must hide neg,she can not hide many eclaires that Petunia must hide
Hermione must wiggle neg,Hermione must not wiggle
a student must run neg,a student must not run
James may make many croissants that Fred must chew neg,James may not make many croissants that Fred must chew
McGonagall must chew the doughnut which Harry can hide neg,McGonagall must not chew the doughnut which Harry can hide
because she must laugh Albus may gobble a croissant neg,because she must laugh Albus may not gobble a croissant
the wizard may jump neg,the wizard may not jump
a student should eat many souffles that Lupin must eat because Dobby must prepare the cakes neg,a student should not eat many souffles that Lupin must eat because Dobby must prepare the cakes
Neville must chew the pancakes that she should sprinkle neg,Neville must not chew the pancakes that she should sprinkle
a professor can make many pancakes neg,a professor can not make many pancakes
the professor must sprinkle a eclaire neg,the professor must not sprinkle a eclaire
a professor can arrange a pancake that the professor can hide neg,a professor can not arrange a pancake that the professor can hide
a student should arrange the cookie that Voldemort can sprinkle neg,a student should not arrange the cookie that Voldemort can sprinkle
McGonagall can hide many baklava that the witch can hide neg,McGonagall can not hide many baklava that the witch can hide
the professor must create a croissant neg,the professor must not create a croissant
a student should make the souffle neg,a student should not make the souffle
the professor must gobble a cookie neg,the professor must not gobble a cookie
Hagrid should arrange many eclaires neg,Hagrid should not arrange many eclaires
the wizard should chew the pancakes neg,the wizard should not chew the pancakes
because Snape may swim Ron may swim since Ginny must arrange a cake that the wizard may sprinkle neg,because Snape may swim Ron may not swim since Ginny must arrange a cake that the wizard may sprinkle
Fred must chew a strudel because Petunia may assemble the eclaires neg,Fred must not chew a strudel because Petunia may assemble the eclaires
Harry must eat many cookies neg,Harry must not eat many cookies
Petunia must assemble the souffle neg,Petunia must not assemble the souffle
the student must make the strudel neg,the student must not make the strudel
the witch may arrange the eclaires neg,the witch may not arrange the eclaires
Lupin can laugh because Petunia can sprinkle the cakes that she can prepare neg,Lupin can not laugh because Petunia can sprinkle the cakes that she can prepare
the witch must swim neg,the witch must not swim
Fred should eat a cookie since Hagrid must assemble a eclaire that he should assemble neg,Fred should not eat a cookie since Hagrid must assemble a eclaire that he should assemble
Neville must prepare a baklava neg,Neville must not prepare a baklava
Albus can giggle neg,Albus can not giggle
Draco can giggle neg,Draco can not giggle
she may smile neg,she may not smile
a witch must eat the pancake neg,a witch must not eat the pancake
since Albus may create the souffle James should chew the croissant that Dobby should make neg,since Albus may create the souffle James should not chew the croissant that Dobby should make
the professor should eat the chocolate which a professor may assemble neg,the professor should not eat the chocolate which a professor may assemble
Voldemort may prepare the croissant which George must make neg,Voldemort may not prepare the croissant which George must make
she may wiggle neg,she may not wiggle
because Dobby should gobble the chocolate George can walk neg,because Dobby should gobble the chocolate George can not walk
since the wizard can prepare the chocolate a professor must arrange many chocolates neg,since the wizard can prepare the chocolate a professor must not arrange many chocolates
a student may create the souffle that he must eat neg,a student may not create the souffle that he must eat
Neville must sprinkle the baklava that a professor must create neg,Neville must not sprinkle the baklava that a professor must create
Snape must make a cake because Snape must hiccup since a witch should walk neg,Snape must not make a cake because Snape must hiccup since a witch should walk
the witch must chew the strudels that Vernon must prepare since George may create the baklava neg,the witch must not chew the strudels that Vernon must prepare since George may create the baklava
Lily should laugh neg,Lily should not laugh
McGonagall may create many souffles that Vernon must sprinkle neg,McGonagall may not create many souffles that Vernon must sprinkle
because she should gobble the souffles Harry must sprinkle the pancakes which Vernon can create neg,because she should gobble the souffles Harry must not sprinkle the pancakes which Vernon can create
Vernon can arrange the croissant neg,Vernon can not arrange the croissant
Snape must eat the eclaires because Harry should make the souffles that James may chew neg,Snape must not eat the eclaires because Harry should make the souffles that James may chew
since James can prepare the eclaires the professor should chew a pancake neg,since James can prepare the eclaires the professor should not chew a pancake
he may gobble the chocolates neg,he may not gobble the chocolates
since Vernon must arrange a souffle which Lupin can create Neville should create a cookie neg,since Vernon must arrange a souffle which Lupin can create Neville should not create a cookie
George may sprinkle the cake neg,George may not sprinkle the cake
