source,target
Ron must make the cookie that the professor can sprinkle neg,Ron must not make the cookie that the professor can sprinkle
Albus should eat the pancake neg,Albus should not eat the pancake
a professor can prepare the eclaire neg,a professor can not prepare the eclaire
the wizard should make the chocolates which Albus can create neg,the wizard should not make the chocolates which Albus can create
a wizard must chew the cake that Voldemort should assemble neg,a wizard must not chew the cake that Voldemort should assemble
Ron must gobble the baklava neg,Ron must not gobble the baklava
Petunia may sprinkle the doughnuts neg,Petunia may not sprinkle the doughnuts
since a professor should assemble the strudels he should eat the eclaires neg,since a professor should assemble the strudels he should not eat the eclaires
because James may gobble the cookies he can make the cookies that Vernon must sprinkle neg,because James may gobble the cookies he can not make the cookies that Vernon must sprinkle
Ginny may create the chocolate because the student must hide the souffle neg,Ginny may not create the chocolate because the student must hide the souffle
Dobby must arrange the croissants neg,Dobby must not arrange the croissants
a student should chew the doughnut neg,a student should not chew the doughnut
because Albus may smile Albus may wiggle neg,because Albus may smile Albus may not wiggle
the professor should eat the chocolates that the wizard must hide neg,the professor should not eat the chocolates that the wizard must hide
a witch must eat a doughnut that Fred should sprinkle neg,a witch must not eat a doughnut that Fred should sprinkle
Albus must sprinkle the doughnut that Ron can hide neg,Albus must not sprinkle the doughnut that Ron can hide
Neville may hide a chocolate that a professor can make neg,Neville may not hide a chocolate that a professor can make
the wizard should make the strudels neg,the wizard should not make the strudels
Hagrid may prepare the cookies neg,Hagrid may not prepare the cookies
a wizard must arrange the baklava neg,a wizard must not arrange the baklava
Ron should hide the croissant neg,Ron should not hide the croissant
since he may make a chocolate Hagrid must sprinkle the pancakes which Snape must make neg,since he may make a chocolate Hagrid must not sprinkle the pancakes which Snape must make
McGonagall should create the baklava neg,McGonagall should not create the baklava
because she should eat the doughnut which Neville can hide Harry must prepare the souffle neg,because she should eat the doughnut which Neville can hide Harry must not prepare the souffle
Lily must eat the strudels that Sirius can assemble neg,Lily must not eat the strudels that Sirius can assemble
because Snape must create the eclaires Hagrid can hiccup neg,because Snape must create the eclaires Hagrid can not hiccup
a professor can make the pancake neg,a professor can not make the pancake
since she may arrange the souffles Fred may prepare many eclaires neg,since she may arrange the souffles Fred may not prepare many eclaires
McGonagall may giggle neg,McGonagall may not giggle
the student can arrange the baklava that Hermione must make neg,the student can not arrange the baklava that Hermione must make
Fred may chew a souffle neg,Fred may not chew a souffle
Ginny should assemble the chocolate neg,Ginny should not assemble the chocolate
a professor must walk neg,a professor must not walk
Ginny can laugh neg,Ginny can not laugh
Harry must arrange the strudel which Fred should arrange since Harry must hiccup neg,Harry must not arrange the strudel which Fred should arrange since Harry must hiccup
a student should gobble the doughnut since James should make a souffle neg,a student should not gobble the doughnut since James should make a souffle
Hermione may sprinkle the doughnut which she must assemble neg,Hermione may not sprinkle the doughnut which she must assemble
Voldemort must gobble the pancake neg,Voldemort must not gobble the pancake
Draco can sprinkle a baklava that Hermione must make neg,Draco can not sprinkle a baklava that Hermione must make
since a witch can arrange the eclaires the student must laugh because Albus may hide a croissant neg,since a witch can arrange the eclaires the student must not laugh because Albus may hide a croissant
because he may hiccup a witch can jump neg,because he may hiccup a witch can not jump
since she should arrange the strudels Draco must sprinkle the strudel neg,since she should arrange the strudels Draco must not sprinkle the strudel
Albus can create a baklava since George can run neg,Albus can not create a baklava since George can run
Hermione should hide the doughnuts that a student should create neg,Hermione should not hide the doughnuts that a student should create
Fred must wiggle neg,Fred must not wiggle
Hermione may prepare many cakes that James may prepare neg,Hermione may not prepare many cakes that James may prepare
Vernon can make many croissants that Harry must arrange neg,Vernon can not make many croissants that Harry must arrange
Lupin must prepare the croissants which Harry should prepare neg,Lupin must not prepare the croissants which Harry should prepare
a professor may create a cookie which she should create neg,a professor may not create a cookie which she should create
Draco may jump neg,Draco may not jump
the professor can make a chocolate neg,the professor can not make a chocolate
McGonagall may laugh neg,McGonagall may not laugh
Ron may hide a croissant that he can make neg,Ron may not hide a croissant that he can make
the wizard should eat a souffle neg,the wizard should not eat a souffle
he must eat the souffles which Hagrid can eat neg,he must not eat the souffles which Hagrid can eat
